node_id,dx_mm,dy_mm,dz_mm,total_mm
23381,0.0003342372,0.0000252562,-0.0008947542,0.0009554776
23382,0.0003336928,0.0000286413,-0.0008937680,0.0009544592
23383,0.0003325284,0.0000318297,-0.0008898419,0.0009504772
23384,0.0003302940,0.0000354732,-0.0008832051,0.0009436121
23385,0.0003276996,0.0000387019,-0.0008737349,0.0009339687
23386,0.0003244852,0.0000414747,-0.0008618738,0.0009218662
23387,0.0003203008,0.0000448288,-0.0008475192,0.0009071334
23388,0.0003156663,0.0000482960,-0.0008303840,0.0008896715
23389,0.0003101118,0.0000520123,-0.0008104857,0.0008693455
23390,0.0003040871,0.0000551979,-0.0007884805,0.0008468868
23391,0.0002972723,0.0000593226,-0.0007641394,0.0008220700
23392,0.0002899074,0.0000630065,-0.0007374356,0.0007948757
23393,0.0002817724,0.0000674296,-0.0007085773,0.0007655222
23394,0.0002734472,0.0000717219,-0.0006776093,0.0007342150
23395,0.0002648120,0.0000761333,-0.0006444063,0.0007008432
23396,0.0002556462,0.0000805640,-0.0006100826,0.0006663680
23397,0.0002459405,0.0000852539,-0.0005736411,0.0006299358
23398,0.0002355445,0.0000907529,-0.0005355441,0.0005920513
23399,0.0002251240,0.0000960013,-0.0004960926,0.0005531771
23400,0.0002142213,0.0001017088,-0.0004553863,0.0005134317
23401,0.0002030935,0.0001076355,-0.0004131991,0.0004728275
23402,0.0001920226,0.0001136318,-0.0003709346,0.0004328710
23403,0.0001804624,0.0001200768,-0.0003264961,0.0003918990
23404,0.0001691580,0.0001264915,-0.0002824469,0.0003526908
23405,0.0001573930,0.0001334351,-0.0002370086,0.0003142460
23406,0.0001458544,0.0001402581,-0.0001912922,0.0002784575
23407,0.0001344095,0.0001471804,-0.0001456933,0.0002468897
23408,0.0001229189,0.0001543618,-0.0000995066,0.0002209936
23409,0.0001115349,0.0001615627,-0.0000536800,0.0002035291
23410,0.0001003385,0.0001688729,-0.0000080877,0.0001965993
23411,0.0000893526,0.0001761923,0.0000371292,0.0002010130
23412,0.0000786543,0.0001835511,0.0000818001,0.0002157980
23413,0.0000681664,0.0001909593,0.0001259636,0.0002387026
23414,0.0000580290,0.0001983568,0.0001690386,0.0002669960
23415,0.0000482611,0.0002054536,0.0002113238,0.0002986605
23416,0.0000387717,0.0002125999,0.0002523575,0.0003322443
23417,0.0000297786,0.0002195555,0.0002922383,0.0003667350
