node_id,dx_mm,dy_mm,dz_mm,total_mm
23381,0.0002115932,0.0000459052,-0.0005817094,0.0006206970
23382,0.0002095909,0.0000484687,-0.0005750425,0.0006139637
23383,0.0002071386,0.0000509309,-0.0005662066,0.0006050539
23384,0.0002038564,0.0000537617,-0.0005554034,0.0005940713
23385,0.0002003241,0.0000563212,-0.0005425125,0.0005810522
23386,0.0001963319,0.0000585593,-0.0005278532,0.0005662194
23387,0.0001915895,0.0000612961,-0.0005114165,0.0005495549
23388,0.0001865071,0.0000641416,-0.0004929526,0.0005309438
23389,0.0001807446,0.0000672157,-0.0004725012,0.0005103371
23390,0.0001746619,0.0000699085,-0.0004505358,0.0004882381
23391,0.0001679591,0.0000733400,-0.0004269502,0.0004646240
23392,0.0001608760,0.0000764701,-0.0004016556,0.0004393813
23393,0.0001532227,0.0000801889,-0.0003749110,0.0004128749
23394,0.0001454491,0.0000838164,-0.0003467006,0.0003852038
23395,0.0001374656,0.0000875625,-0.0003169374,0.0003563893
23396,0.0001291280,0.0000913374,-0.0002865642,0.0003273158
23397,0.0001204086,0.0000953309,-0.0002547004,0.0002974198
23398,0.0001111898,0.0000998932,-0.0002218511,0.0002675065
23399,0.0001020201,0.0001043043,-0.0001881942,0.0002381272
23400,0.0000925411,0.0001090541,-0.0001538469,0.0002100607
23401,0.0000829339,0.0001139525,-0.0001186382,0.0001842233
23402,0.0000734430,0.0001188902,-0.0000837158,0.0001629021
23403,0.0000636322,0.0001241560,-0.0000473464,0.0001473277
23404,0.0000540765,0.0001293611,-0.0000116504,0.0001406922
23405,0.0000442174,0.0001348845,0.0000247648,0.0001440913
23406,0.0000346028,0.0001403169,0.0000610041,0.0001568683
23407,0.0000252007,0.0001457683,0.0000968179,0.0001767970
23408,0.0000157970,0.0001513481,0.0001326524,0.0002018724
23409,0.0000065457,0.0001569071,0.0001678152,0.0002298360
23410,-0.0000024683,0.0001624649,0.0002023374,0.0002595022
23411,-0.0000112511,0.0001679716,0.0002361336,0.0002900003
23412,-0.0000197287,0.0001734473,0.0002690182,0.0003206930
23413,-0.0000279710,0.0001789218,0.0003011554,0.0003514114
23414,-0.0000357713,0.0001841353,0.0003317993,0.0003811511
23415,-0.0000432193,0.0001890278,0.0003613540,0.0004100928
23416,-0.0000503893,0.0001938793,0.0003894234,0.0004379256
23417,-0.0000570682,0.0001984698,0.0004160113,0.0004644485
23418,-0.0000633620,0.0002028493,0.0004410215,0.0004895533
23419,-0.0000692057,0.0002068278,0.0004644574,0.0005131158
23420,-0.0000746964,0.0002105554,0.0004862225,0.0005350939
23421,-0.0000798682,0.0002140022,0.0005062202,0.0005553690
23422,-0.0000846510,0.0002171681,0.0005242691,0.0005737472
23423,-0.0000890747,0.0002197931,0.0005406332,0.0005903622
23424,-0.0000931996,0.0002218673,0.0005547542,0.0006047011
23425,-0.0000969355,0.0002234006,0.0005667108,0.0006168189
23426,-0.0001002425,0.0002244732,0.0005764100,0.0006266460
23427,-0.0001030006,0.0002251950,0.0005839629,0.0006342984
23428,-0.0001055498,0.0002252360,0.0005896684,0.0006399850
23429,-0.0001075202,0.0002247364,0.0005924289,0.0006426811
23430,-0.0001090717,0.0002235260,0.0005934426,0.0006434553
23431,-0.0001102845,0.0002218952,0.0005922232,0.0006419723
23432,-0.0001112484,0.0002197135,0.0005888530,0.0006382774
23433,-0.0001119936,0.0002170114,0.0005834608,0.0006325053
23434,-0.0001123799,0.0002137886,0.0005759201,0.0006245148
23435,-0.0001126075,0.0002100755,0.0005666556,0.0006147445
23436,-0.0001126664,0.0002058618,0.0005553508,0.0006028991
23437,-0.0001125264,0.0002012275,0.0005423135,0.0005892866
23438,-0.0001122978,0.0001960529,0.0005274448,0.0005737993
23439,-0.0001119904,0.0001904178,0.0005109456,0.0005566562
23440,-0.0001116144,0.0001841323,0.0004926164,0.0005376182
23441,-0.0001109996,0.0001776264,0.0004728579,0.0005171718
23442,-0.0001102561,0.0001706103,0.0004516705,0.0004952479
23443,-0.0001095339,0.0001631838,0.0004292544,0.0004721080
23444,-0.0001088331,0.0001554970,0.0004055098,0.0004477300
23445,-0.0001081235,0.0001474801,0.0003807366,0.0004223759
23446,-0.0001074653,0.0001391529,0.0003550347,0.0003961842
23447,-0.0001068285,0.0001306055,0.0003283037,0.0003691252
23448,-0.0001062230,0.0001218680,0.0003009431,0.0003416166
23449,-0.0001056988,0.0001129104,0.0002729524,0.0003137260
23450,-0.0001052659,0.0001038327,0.0002445308,0.0002857577
23451,-0.0001048144,0.0000947449,0.0002156774,0.0002578360
23452,-0.0001044842,0.0000856272,0.0001864911,0.0002302778
23453,-0.0001042954,0.0000763894,0.0001571706,0.0002035080
23454,-0.0001041580,0.0000671517,0.0001279048,0.0001780951
23455,-0.0001040818,0.0000580040,0.0000986221,0.0001546732
23456,-0.0001041270,0.0000489565,0.0000694108,0.0001343765
23457,-0.0001042336,0.0000399891,0.0000406692,0.0001188181
23458,-0.0001044515,0.0000311919,0.0000123354,0.0001097051
23459,-0.0001047407,0.0000226749,-0.0000154427,0.0001082739
23460,-0.0001050312,0.0000143780,-0.0000427372,0.0001143012
23461,-0.0001054431,0.0000062515,-0.0000692206,0.0001262886
23462,-0.0001059062,-0.0000014847,-0.0000949651,0.0001422558
