node_id,dx_mm,dy_mm,dz_mm,total_mm
23381,0.0002075322,0.0000165351,-0.0005782060,0.0006145448
23382,0.0002068524,0.0000198361,-0.0005770120,0.0006132896
23383,0.0002056225,0.0000229631,-0.0005732684,0.0006094626
23384,0.0002034227,0.0000265101,-0.0005672047,0.0006031623
23385,0.0002008929,0.0000296781,-0.0005586999,0.0005944614
23386,0.0001978131,0.0000324251,-0.0005481630,0.0005836643
23387,0.0001938332,0.0000357011,-0.0005355128,0.0005706311
23388,0.0001894634,0.0000390751,-0.0005204782,0.0005552664
23389,0.0001842636,0.0000426630,-0.0005030975,0.0005374759
23390,0.0001786537,0.0000457630,-0.0004839694,0.0005179168
23391,0.0001723439,0.0000496900,-0.0004628921,0.0004964279
23392,0.0001655541,0.0000532050,-0.0004398538,0.0004729802
23393,0.0001580842,0.0000573589,-0.0004150726,0.0004478459
23394,0.0001504444,0.0000613699,-0.0003885864,0.0004211878
23395,0.0001425446,0.0000654699,-0.0003603260,0.0003929887
23396,0.0001342147,0.0000695698,-0.0003312512,0.0003641166
23397,0.0001254249,0.0000738738,-0.0003005105,0.0003339092
23398,0.0001160650,0.0000788017,-0.0002685885,0.0003030191
23399,0.0001067152,0.0000835117,-0.0002356974,0.0002718743
23400,0.0000970054,0.0000885616,-0.0002020041,0.0002409540
23401,0.0000871455,0.0000937515,-0.0001673223,0.0002106667
23402,0.0000773857,0.0000989515,-0.0001328389,0.0001828281
23403,0.0000672758,0.0001044814,-0.0000968584,0.0001575562
23404,0.0000574160,0.0001099113,-0.0000615010,0.0001384177
23405,0.0000472261,0.0001156413,-0.0000254196,0.0001274730
23406,0.0000372963,0.0001212412,0.0000104903,0.0001272811
23407,0.0000275964,0.0001268411,0.0000459656,0.0001377064
23408,0.0000178866,0.0001325410,0.0000814071,0.0001565700
23409,0.0000083367,0.0001381809,0.0001161396,0.0001806983
23410,-0.0000009432,0.0001437808,0.0001501565,0.0002078961
23411,-0.0000099830,0.0001493007,0.0001833519,0.0002366607
23412,-0.0000186829,0.0001547506,0.0002155599,0.0002660129
23413,-0.0000271327,0.0001601905,0.0002468446,0.0002955156
23414,-0.0000350646,0.0001652704,0.0002765005,0.0003240314
23415,-0.0000426185,0.0001699603,0.0003050118,0.0003517599
23416,-0.0000498674,0.0001745802,0.0003317931,0.0003782217
23417,-0.0000565732,0.0001788901,0.0003569890,0.0004032906
23418,-0.0000628551,0.0001829200,0.0003804342,0.0004267794
23419,-0.0000686390,0.0001864898,0.0004021534,0.0004485723
23420,-0.0000740369,0.0001897497,0.0004220614,0.0004686387
23421,-0.0000790878,0.0001926696,0.0004399530,0.0004867598
23422,-0.0000837227,0.0001952695,0.0004558396,0.0005029208
23423,-0.0000879686,0.0001972493,0.0004697308,0.0005170036
23424,-0.0000918955,0.0001985992,0.0004813978,0.0005288008
23425,-0.0000953944,0.0001993091,0.0004906428,0.0005381027
23426,-0.0000984363,0.0001995289,0.0004974466,0.0005449354
23427,-0.0001008842,0.0001993388,0.0005019522,0.0005494266
23428,-0.0001031041,0.0001984086,0.0005044281,0.0005517646
23429,-0.0001047140,0.0001968685,0.0005039400,0.0005510697
23430,-0.0001058749,0.0001945683,0.0005015326,0.0005482712
23431,-0.0001066758,0.0001918082,0.0004967845,0.0005431068
23432,-0.0001072207,0.0001884480,0.0004898819,0.0005357175
23433,-0.0001075497,0.0001845279,0.0004808608,0.0005261602
23434,-0.0001074976,0.0001800777,0.0004697375,0.0005144288
23435,-0.0001072955,0.0001750976,0.0004567706,0.0005008103
23436,-0.0001069235,0.0001695974,0.0004418899,0.0004852449
23437,-0.0001063504,0.0001636873,0.0004251894,0.0004678568
23438,-0.0001056884,0.0001572071,0.0004068250,0.0004487657
23439,-0.0001049533,0.0001502769,0.0003867924,0.0004280265
23440,-0.0001041603,0.0001426868,0.0003651375,0.0004056282
23441,-0.0001031352,0.0001349166,0.0003420559,0.0003818921
23442,-0.0001020022,0.0001266664,0.0003177937,0.0003569898
23443,-0.0001008801,0.0001180363,0.0002923866,0.0003310579
23444,-0.0000997801,0.0001091761,0.0002659707,0.0003043286
23445,-0.0000986951,0.0001000359,0.0002386815,0.0002769780
23446,-0.0000976441,0.0000906658,0.0002106453,0.0002492511
23447,-0.0000966300,0.0000811256,0.0001819976,0.0002214540
23448,-0.0000956390,0.0000714674,0.0001529244,0.0001940111
23449,-0.0000947320,0.0000617013,0.0001235516,0.0001674700
23450,-0.0000938770,0.0000518981,0.0000940949,0.0001426890
23451,-0.0000930130,0.0000421229,0.0000645503,0.0001207994
23452,-0.0000923120,0.0000324148,0.0000349536,0.0001038941
23453,-0.0000916980,0.0000227506,0.0000057005,0.0000946499
23454,-0.0000910510,0.0000132254,-0.0000229933,0.0000948361
23455,-0.0000904860,0.0000038863,-0.0000512918,0.0001040849
23456,-0.0000900750,-0.0000052689,-0.0000791595,0.0001200312
23457,-0.0000896001,-0.0000141512,-0.0001060207,0.0001395307
23458,-0.0000892051,-0.0000227257,-0.0001319797,0.0001609119
23459,-0.0000888591,-0.0000308660,-0.0001568408,0.0001828871
23460,-0.0000884681,-0.0000386756,-0.0001808387,0.0002050001
23461,-0.0000881412,-0.0000461837,-0.0002034677,0.0002264970
23462,-0.0000877962,-0.0000531099,-0.0002248523,0.0002471586
23463,-0.0000873753,-0.0000597651,-0.0002450787,0.0002669641
23464,-0.0000869843,-0.0000660242,-0.0002636666,0.0002853866
23465,-0.0000864034,-0.0000718334,-0.0002808493,0.0003024928
23466,-0.0000858164,-0.0000773516,-0.0002966102,0.0003183164
23467,-0.0000850425,-0.0000819837,-0.0003103788,0.0003320972
23468,-0.0000841225,-0.0000863129,-0.0003227876,0.0003445553
23469,-0.0000829766,-0.0000901950,-0.0003331076,0.0003549380
23470,-0.0000814997,-0.0000935182,-0.0003416871,0.0003635078
23471,-0.0000801477,-0.0000962233,-0.0003486775,0.0003704843
23472,-0.0000784548,-0.0000985875,-0.0003538347,0.0003755977
23473,-0.0000763669,-0.0001003476,-0.0003569259,0.0003785467
23474,-0.0000741850,-0.0001015368,-0.0003582278,0.0003796581
23475,-0.0000720811,-0.0001023749,-0.0003580440,0.0003793044
23476,-0.0000691921,-0.0001026331,-0.0003558092,0.0003767244
23477,-0.0000661642,-0.0001025132,-0.0003517141,0.0003722760
23478,-0.0000628443,-0.0001018533,-0.0003460260,0.0003661386
23479,-0.0000591164,-0.0001007825,-0.0003385807,0.0003581742
