node_id,dx_mm,dy_mm,dz_mm,total_mm
23381,0.0002389829,0.0000599759,-0.0006537432,0.0006986345
23382,0.0002363314,0.0000626507,-0.0006446825,0.0006894876
23383,0.0002332100,0.0000652237,-0.0006332805,0.0006780009
23384,0.0002292086,0.0000682148,-0.0006197705,0.0006643081
23385,0.0002249373,0.0000709241,-0.0006040153,0.0006484300
23386,0.0002201659,0.0000733216,-0.0005863516,0.0006306008
23387,0.0002146044,0.0000762472,-0.0005667843,0.0006108299
23388,0.0002086728,0.0000793211,-0.0005450369,0.0005889834
23389,0.0002020211,0.0000826331,-0.0005211555,0.0005650166
23390,0.0001950291,0.0000855732,-0.0004956397,0.0005394607
23391,0.0001873669,0.0000893116,-0.0004683939,0.0005123239
23392,0.0001793044,0.0000927382,-0.0004392867,0.0004834493
23393,0.0001706315,0.0000968129,-0.0004086416,0.0004532944
23394,0.0001618283,0.0001008059,-0.0003764125,0.0004219438
23395,0.0001528053,0.0001049469,-0.0003424974,0.0003894455
23396,0.0001434148,0.0001091264,-0.0003079334,0.0003567903
23397,0.0001336104,0.0001135540,-0.0002717551,0.0003234147
23398,0.0001232645,0.0001186198,-0.0002345312,0.0002902924
23399,0.0001129836,0.0001235241,-0.0001964254,0.0002580822
23400,0.0001023690,0.0001288066,-0.0001575987,0.0002278330
23401,0.0000916192,0.0001342672,-0.0001178132,0.0002007529
23402,0.0000810062,0.0001397768,-0.0000783722,0.0001795600
23403,0.0000700406,0.0001456539,-0.0000373369,0.0001658758
23404,0.0000593656,0.0001514800,0.0000029372,0.0001627240
23405,0.0000483549,0.0001576738,0.0000440236,0.0001706965
23406,0.0000376204,0.0001637662,0.0000848992,0.0001882619
23407,0.0000271193,0.0001698872,0.0001252937,0.0002128277
23408,0.0000166211,0.0001761662,0.0001657286,0.0002424392
23409,0.0000062934,0.0001824140,0.0002054163,0.0002747914
23410,-0.0000037712,0.0001886902,0.0002443964,0.0003087844
23411,-0.0000135789,0.0001948949,0.0002826134,0.0003435676
23412,-0.0000230497,0.0002010881,0.0003197717,0.0003784464
23413,-0.0000322586,0.0002072898,0.0003560756,0.0004132789
23414,-0.0000409866,0.0002132201,0.0003908293,0.0004470909
23415,-0.0000493268,0.0002187990,0.0004244367,0.0004800549
23416,-0.0000573482,0.0002243366,0.0004563019,0.0005116905
23417,-0.0000648409,0.0002296028,0.0004866285,0.0005419678
23418,-0.0000719048,0.0002346276,0.0005151203,0.0005705868
23419,-0.0000784700,0.0002392412,0.0005419806,0.0005976093
23420,-0.0000846465,0.0002435735,0.0005670128,0.0006228937
23421,-0.0000904644,0.0002476046,0.0005900200,0.0006462317
23422,-0.0000958538,0.0002513247,0.0006109197,0.0006675140
23423,-0.0001008445,0.0002544633,0.0006297783,0.0006866891
23424,-0.0001055066,0.0002570110,0.0006464345,0.0007036077
23425,-0.0001097402,0.0002589475,0.0006605688,0.0007179470
23426,-0.0001134952,0.0002603928,0.0006722876,0.0007298330
23427,-0.0001166418,0.0002614472,0.0006816010,0.0007392834
23428,-0.0001195499,0.0002617606,0.0006887079,0.0007464110
23429,-0.0001218296,0.0002614730,0.0006927103,0.0007503720
23430,-0.0001236308,0.0002604045,0.0006947069,0.0007521388
23431,-0.0001250638,0.0002588852,0.0006943085,0.0007514830
