node_id,dx_mm,dy_mm,dz_mm,total_mm
23381,0.0001461368,0.0000417026,-0.0004148088,0.0004417708
23382,0.0001440240,0.0000441249,-0.0004079166,0.0004348401
23383,0.0001415114,0.0000464663,-0.0003991235,0.0004260095
23384,0.0001382587,0.0000491469,-0.0003886156,0.0004153950
23385,0.0001347661,0.0000515765,-0.0003762889,0.0004030079
23386,0.0001308734,0.0000537353,-0.0003624294,0.0003890635
23387,0.0001263007,0.0000563333,-0.0003470427,0.0003735826
23388,0.0001214179,0.0000590303,-0.0003299045,0.0003564602
23389,0.0001159351,0.0000619265,-0.0003110700,0.0003376987
23390,0.0001101821,0.0000644919,-0.0002909348,0.0003177142
23391,0.0001038591,0.0000677063,-0.0002694538,0.0002966078
23392,0.0000972259,0.0000706499,-0.0002465221,0.0002742580
23393,0.0000900925,0.0000741027,-0.0002224046,0.0002511408
23394,0.0000828590,0.0000774646,-0.0001970863,0.0002273970
23395,0.0000754355,0.0000809356,-0.0001705080,0.0002032586
23396,0.0000677314,0.0000844159,-0.0001434908,0.0001797309
23397,0.0000597173,0.0000880852,-0.0001152792,0.0001568900
23398,0.0000512729,0.0000922138,-0.0000863746,0.0001363557
23399,0.0000429081,0.0000962115,-0.0000568843,0.0001197229
23400,0.0000343130,0.0001004585,-0.0000269729,0.0001095300
23401,0.0000256378,0.0001048345,0.0000035249,0.0001079815
23402,0.0000170915,0.0001092001,0.0000335812,0.0001155183
23403,0.0000083158,0.0001138244,0.0000646956,0.0001311895
23404,-0.0000002010,0.0001183584,0.0000950231,0.0001517832
23405,-0.0000089475,0.0001230812,0.0001257215,0.0001761673
23406,-0.0000174445,0.0001277233,0.0001560024,0.0002023717
23407,-0.0000256523,0.0001323248,0.0001857144,0.0002294728
23408,-0.0000338401,0.0001369753,0.0002151295,0.0002572705
23409,-0.0000418486,0.0001415653,0.0002437071,0.0002849302
23410,-0.0000495866,0.0001460845,0.0002714342,0.0003122115
23411,-0.0000570800,0.0001504930,0.0002982275,0.0003388892
23412,-0.0000642520,0.0001548407,0.0003239541,0.0003647605
23413,-0.0000711695,0.0001591478,0.0003486608,0.0003898172
23414,-0.0000775786,0.0001630442,0.0003717050,0.0004132390
23415,-0.0000836402,0.0001665700,0.0003935836,0.0004354874
23416,-0.0000894164,0.0001700051,0.0004137241,0.0004561410
23417,-0.0000946951,0.0001731295,0.0004322933,0.0004752037
23418,-0.0000995805,0.0001759733,0.0004491490,0.0004925624
23419,-0.0001040095,0.0001783665,0.0004643282,0.0005081666
23420,-0.0001080871,0.0001804591,0.0004777483,0.0005220074
23421,-0.0001118533,0.0001822012,0.0004892267,0.0005339019
23422,-0.0001152503,0.0001836327,0.0004988093,0.0005438882
23423,-0.0001182989,0.0001844736,0.0005064875,0.0005518648
23424,-0.0001210682,0.0001847140,0.0005120857,0.0005576813
23425,-0.0001234591,0.0001843438,0.0005153986,0.0005611243
23426,-0.0001254538,0.0001835031,0.0005164325,0.0005622407
23427,-0.0001269271,0.0001822819,0.0005153200,0.0005611523
23428,-0.0001282012,0.0001803703,0.0005123289,0.0005580770
23429,-0.0001289441,0.0001778782,0.0005066270,0.0005522120
23430,-0.0001293017,0.0001746857,0.0004991270,0.0005443912
23431,-0.0001293531,0.0001710628,0.0004895115,0.0005344307
23432,-0.0001291882,0.0001668793,0.0004778982,0.0005224222
23433,-0.0001288601,0.0001621857,0.0004644045,0.0005085083
23434,-0.0001282138,0.0001570016,0.0004489867,0.0004926229
23435,-0.0001274584,0.0001513372,0.0004319239,0.0004750862
23436,-0.0001265707,0.0001451925,0.0004131145,0.0004558120
23437,-0.0001255278,0.0001386574,0.0003927027,0.0004349695
23438,-0.0001244298,0.0001316221,0.0003708060,0.0004126794
23439,-0.0001232905,0.0001241665,0.0003474417,0.0003890162
23440,-0.0001221341,0.0001161206,0.0003226571,0.0003640169
23441,-0.0001207956,0.0001079345,0.0002966290,0.0003379796
23442,-0.0001193929,0.0000993082,0.0002695950,0.0003111241
23443,-0.0001180250,0.0000903517,0.0002415818,0.0002836461
23444,-0.0001167020,0.0000811850,0.0002127368,0.0002558658
23445,-0.0001154258,0.0000717781,0.0001831666,0.0002280904
23446,-0.0001142045,0.0000621912,0.0001530085,0.0002008034
23447,-0.0001130411,0.0000524541,0.0001223889,0.0001746676
23448,-0.0001119305,0.0000426269,0.0000914847,0.0001507148
23449,-0.0001109218,0.0000327297,0.0000604026,0.0001304735
23450,-0.0001099810,0.0000228123,0.0000293691,0.0001160981
23451,-0.0001090560,0.0000129350,-0.0000016392,0.0001098326
23452,-0.0001083229,0.0000031477,-0.0000326160,0.0001131705
23453,-0.0001076857,-0.0000065737,-0.0000631548,0.0001250118
23454,-0.0001070253,-0.0000161440,-0.0000930297,0.0001427220
23455,-0.0001064688,-0.0000255183,-0.0001224343,0.0001642466
23456,-0.0001060852,-0.0000347045,-0.0001513426,0.0001880507
23457,-0.0001056504,-0.0000436086,-0.0001791989,0.0002125464
23458,-0.0001053125,-0.0000522066,-0.0002060973,0.0002372601
23459,-0.0001050374,-0.0000603734,-0.0002318521,0.0002615974
23460,-0.0001047352,-0.0000682152,-0.0002567177,0.0002855289
23461,-0.0001045109,-0.0000757597,-0.0002801787,0.0003084836
23462,-0.0001042854,-0.0000827361,-0.0003023896,0.0003303940
23463,-0.0001040019,-0.0000894487,-0.0003234127,0.0003513022
23464,-0.0001037610,-0.0000957736,-0.0003427985,0.0003707422
23465,-0.0001033541,-0.0001016636,-0.0003607798,0.0003888183
23466,-0.0001029550,-0.0001072711,-0.0003773475,0.0004055835
23467,-0.0001023876,-0.0001120195,-0.0003919119,0.0004202696
23468,-0.0001016972,-0.0001164777,-0.0004051363,0.0004336413
23469,-0.0001007962,-0.0001204946,-0.0004162769,0.0004449329
23470,-0.0000995974,-0.0001239828,-0.0004257073,0.0004544426
23471,-0.0000985232,-0.0001268675,-0.0004335577,0.0004623575
23472,-0.0000971368,-0.0001294238,-0.0004395850,0.0004684241
23473,-0.0000953843,-0.0001313990,-0.0004435859,0.0004723688
23474,-0.0000935466,-0.0001328217,-0.0004458091,0.0004744874
23475,-0.0000917874,-0.0001339027,-0.0004465359,0.0004751307
23476,-0.0000892913,-0.0001344277,-0.0004452580,0.0004736015
23477,-0.0000866647,-0.0001345819,-0.0004421012,0.0004701878
23478,-0.0000837609,-0.0001342137,-0.0004373579,0.0004650926
23479,-0.0000804638,-0.0001334430,-0.0004308452,0.0004581583
23480,-0.0000770953,-0.0001322327,-0.0004226703,0.0004495324
23481,-0.0000733776,-0.0001306740,-0.0004130008,0.0004393513
23482,-0.0000693705,-0.0001288846,-0.0004018142,0.0004276426
23483,-0.0000651601,-0.0001268258,-0.0003891483,0.0004144478
23484,-0.0000605683,-0.0001244543,-0.0003751310,0.0003998508
23485,-0.0000557012,-0.0001218722,-0.0003597805,0.0003839238
23486,-0.0000505497,-0.0001190346,-0.0003431151,0.0003666776
23487,-0.0000452458,-0.0001159553,-0.0003253031,0.0003483029
23488,-0.0000394935,-0.0001126703,-0.0003063933,0.0003288331
23489,-0.0000334817,-0.0001093048,-0.0002864544,0.0003084229
23490,-0.0000275306,-0.0001058123,-0.0002655954,0.0002872196
23491,-0.0000210299,-0.0001021726,-0.0002440154,0.0002653771
23492,-0.0000146298,-0.0000984646,-0.0002215738,0.0002429080
23493,-0.0000079002,-0.0000946631,-0.0001987301,0.0002202661
23494,-0.0000012211,-0.0000908607,-0.0001752538,0.0001974109
23495,0.0000056975,-0.0000870209,-0.0001515050,0.0001748109
23496,0.0000126056,-0.0000832474,-0.0001275334,0.0001528195
23497,0.0000194733,-0.0000795141,-0.0001034395,0.0001319145
23498,0.0000264206,-0.0000757802,-0.0000793935,0.0001128893
23499,0.0000333775,-0.0000721504,-0.0000554759,0.0000969397
23500,0.0000401640,-0.0000686629,-0.0000317075,0.0000856335
23501,0.0000468301,-0.0000652595,-0.0000082992,0.0000807511
23502,0.0000534358,-0.0000617914,0.0000144780,0.0000829649
23503,0.0000599810,-0.0000584986,0.0000369934,0.0000915878
23504,0.0000662362,-0.0000555008,0.0000585912,0.0001044055
23505,0.0000723409,-0.0000526753,0.0000798271,0.0001199178
23506,0.0000781253,-0.0000499130,0.0001000791,0.0001364211
23507,0.0000836097,-0.0000472448,0.0001192190,0.0001530876
23508,0.0000888438,-0.0000447257,0.0001373652,0.0001695960
23509,0.0000937475,-0.0000422889,0.0001545458,0.0001856377
23510,0.0000981717,-0.0000400410,0.0001702284,0.0002005459
23511,0.0001023247,-0.0000378796,0.0001851590,0.0002149164
23512,0.0001060585,-0.0000356350,0.0001981415,0.0002275485
23513,0.0001095611,-0.0000338749,0.0002104713,0.0002396859
23514,0.0001125240,-0.0000320407,0.0002212448,0.0002502749
23515,0.0001149971,-0.0000302397,0.0002303596,0.0002592379
23516,0.0001170496,-0.0000287759,0.0002384407,0.0002671752
23517,0.0001140285,-0.0000279931,0.0002322563,0.0002602481
23518,0.0001112166,-0.0000271169,0.0002262798,0.0002535883
23519,0.0001084597,-0.0000264191,0.0002207516,0.0002473716
23520,0.0001062203,-0.0000259035,0.0002156102,0.0002417468
23521,0.0001040881,-0.0000247425,0.0002105984,0.0002362164
23522,0.0001022010,-0.0000243780,0.0002060866,0.0002313245
23523,0.0001003808,-0.0000237321,0.0002019726,0.0002267872
23524,0.0000989983,-0.0000227079,0.0001981140,0.0002226330
23525,0.0000977744,-0.0000218659,0.0001945268,0.0002188118
23526,0.0000967935,-0.0000216480,0.0001911722,0.0002153704
23527,0.0000960030,-0.0000214579,0.0001876081,0.0002118344
23528,0.0000954042,-0.0000207765,0.0001843407,0.0002086027
23529,0.0000951407,-0.0000204809,0.0001810394,0.0002055395
23530,0.0000949524,-0.0000198087,0.0001774903,0.0002022650
23531,0.0000948175,-0.0000194003,0.0001742173,0.0001992948
23532,0.0000950908,-0.0000189061,0.0001703627,0.0001960183
23533,0.0000955354,-0.0000187736,0.0001660424,0.0001924826
23534,0.0000959926,-0.0000183604,0.0001615682,0.0001888279
23535,0.0000968560,-0.0000180159,0.0001563829,0.0001848277
23536,0.0000978389,-0.0000173080,0.0001511193,0.0001808565
23537,0.0000994597,-0.0000171079,0.0001454445,0.0001770282
23538,0.0001014526,-0.0000164682,0.0001387397,0.0001726631
23539,0.0001039216,-0.0000158722,0.0001301285,0.0001672873
23540,0.0001071683,-0.0000159652,0.0001201845,0.0001618155
23541,0.0001104945,-0.0000156039,0.0001079506,0.0001552605
23542,0.0001131377,-0.0000151850,0.0000912088,0.0001461156
23543,0.0001122792,-0.0000151111,0.0000721955,0.0001343396
23544,0.0001082865,-0.0000161963,0.0000546868,0.0001223885
23545,0.0001071638,-0.0000278315,0.0000475567,0.0001205003
23546,0.0001051908,-0.0000379213,0.0000348114,0.0001171109
23547,0.0001018173,-0.0000462284,0.0000172921,0.0001131496
23548,0.0000964932,-0.0000519683,-0.0000031233,0.0001096422
23549,0.0000895384,-0.0000554694,-0.0000244498,0.0001081285
23550,0.0000813428,-0.0000572564,-0.0000458357,0.0001095256
23551,0.0000719461,-0.0000575803,-0.0000662823,0.0001135125
23552,0.0000618384,-0.0000571482,-0.0000852243,0.0001198044
23553,0.0000508694,-0.0000559362,-0.0001023896,0.0001272799
23554,0.0000396790,-0.0000544003,-0.0001171192,0.0001350953
23555,0.0000279942,-0.0000522285,-0.0001296676,0.0001425664
23556,0.0000164838,-0.0000495705,-0.0001395123,0.0001489720
23557,0.0000054008,-0.0000463159,-0.0001473942,0.0001545942
23558,-0.0000055961,-0.0000428279,-0.0001528571,0.0001588422
23559,-0.0000153318,-0.0000383323,-0.0001558381,0.0001612140
23560,-0.0000256914,-0.0000329422,-0.0001563374,0.0001618228
23561,-0.0000354490,-0.0000268307,-0.0001541880,0.0001604695
23562,-0.0000445187,-0.0000195695,-0.0001495758,0.0001572825
23563,-0.0000533943,-0.0000122184,-0.0001426396,0.0001527949
23564,-0.0000620879,-0.0000036806,-0.0001332807,0.0001470789
23565,-0.0000708489,0.0000057459,-0.0001214532,0.0001407247
23566,-0.0000791004,0.0000155988,-0.0001075133,0.0001343849
23567,-0.0000866292,0.0000254860,-0.0000918898,0.0001288328
23568,-0.0000946563,0.0000363494,-0.0000746334,0.0001259017
23569,-0.0001013917,0.0000466269,-0.0000548369,0.0001243440
23570,-0.0001084024,0.0000572413,-0.0000335448,0.0001270941
23571,-0.0001141784,0.0000676484,-0.0000106636,0.0001331418
23572,-0.0001183157,0.0000769352,0.0000129792,0.0001417254
23573,-0.0001209963,0.0000860814,0.0000367546,0.0001529739
23574,-0.0001209840,0.0000952670,0.0000602223,0.0001653471
23575,-0.0001171429,0.0001044618,0.0000817713,0.0001769782
23576,-0.0001102930,0.0001137156,0.0000988799,0.0001867432
23577,-0.0000997821,0.0001239185,0.0001095857,0.0001931871
23578,-0.0000879341,0.0001337101,0.0001125562,0.0001956520
23579,-0.0000745391,0.0001422204,0.0001076884,0.0001933379
23580,-0.0000616583,0.0001485394,0.0000947499,0.0001866634
23581,-0.0000495745,0.0001521768,0.0000755481,0.0001769828
23582,-0.0000391887,0.0001523926,0.0000512710,0.0001654931
23583,-0.0000304964,0.0001499066,0.0000239374,0.0001548387
23584,-0.0000231075,0.0001437589,-0.0000040432,0.0001456603
23585,-0.0000161400,0.0001352092,-0.0000317102,0.0001398126
23586,-0.0000096457,0.0001247976,-0.0000576416,0.0001378044
23587,-0.0000030284,0.0001130740,-0.0000816343,0.0001394957
23588,0.0000035129,0.0000998282,-0.0001037434,0.0001440163
23589,0.0000096615,0.0000864902,-0.0001223222,0.0001501221
23590,0.0000152403,0.0000728701,-0.0001378522,0.0001566702
23591,0.0000206276,0.0000603177,-0.0001504427,0.0001633913
23592,0.0000256645,0.0000485781,-0.0001597907,0.0001689721
23593,0.0000304502,0.0000373881,-0.0001666071,0.0001734445
23594,0.0000343477,0.0000268798,-0.0001711160,0.0001765870
23595,0.0000374433,0.0000164713,-0.0001735690,0.0001783241
23596,0.0000404223,0.0000164785,-0.0001772720,0.0001825675
23597,0.0000434744,0.0000171476,-0.0001811089,0.0001870414
23598,0.0000455468,0.0000173171,-0.0001856917,0.0001919787
23599,0.0000477198,0.0000184211,-0.0001897211,0.0001964958
23600,0.0000501427,0.0000196062,-0.0001944658,0.0002017812
23601,0.0000524994,0.0000206068,-0.0001987903,0.0002066360
23602,0.0000551763,0.0000216097,-0.0002042040,0.0002126281
23603,0.0000576083,0.0000229310,-0.0002094242,0.0002184103
23604,0.0000603431,0.0000234753,-0.0002150273,0.0002245643
23605,0.0000637823,0.0000243605,-0.0002214880,0.0002317726
23606,0.0000669880,0.0000252882,-0.0002283138,0.0002392782
23607,0.0000702271,0.0000256940,-0.0002358611,0.0002474318
23608,0.0000735173,0.0000263212,-0.0002435008,0.0002557151
23609,0.0000768616,0.0000272682,-0.0002516622,0.0002645470
23610,0.0000807271,0.0000280575,-0.0002604693,0.0002741320
23611,0.0000846607,0.0000287992,-0.0002693491,0.0002838059
23612,0.0000883440,0.0000295033,-0.0002791743,0.0002943015
23613,0.0000924905,0.0000307521,-0.0002892151,0.0003051975
23614,0.0000972048,0.0000315999,-0.0003002201,0.0003171426
23615,0.0001015380,0.0000324852,-0.0003111042,0.0003288633
23616,0.0001066095,0.0000334309,-0.0003226704,0.0003414666
23617,0.0001116102,0.0000348841,-0.0003347306,0.0003545678
23618,0.0001167035,0.0000360307,-0.0003471126,0.0003679743
23619,0.0001219742,0.0000372036,-0.0003598479,0.0003817753
23620,0.0001277832,0.0000383235,-0.0003728876,0.0003960334
23621,0.0001334972,0.0000395581,-0.0003864096,0.0004107296
23622,0.0001397959,0.0000406839,-0.0004004387,0.0004260859
23623,-0.0001015701,0.0000523219,-0.0000315388,0.0001185274
23624,-0.0000996615,0.0000520923,-0.0000187642,0.0001140093
23625,-0.0001012874,0.0000562822,0.0000050970,0.0001159862
23626,-0.0001015763,0.0000587213,0.0000251789,0.0001199996
23627,-0.0001016492,0.0000610868,0.0000477731,0.0001278531
23628,-0.0001016593,0.0000646466,0.0000719548,0.0001403257
23629,-0.0001011560,0.0000686322,0.0000954491,0.0001550917
23630,-0.0001005697,0.0000722997,0.0001178781,0.0001709876
23631,-0.0000998950,0.0000757190,0.0001389454,0.0001871315
23632,-0.0000995409,0.0000792959,0.0001597366,0.0002042352
23633,-0.0000992222,0.0000839064,0.0001819758,0.0002236080
23634,-0.0000987694,0.0000887962,0.0002049487,0.0002442215
23635,-0.0000990498,0.0000933805,0.0002262523,0.0002640471
23636,-0.0000991526,0.0000984255,0.0002471297,0.0002838872
23637,-0.0000997634,0.0001030896,0.0002663952,0.0003025667
23638,-0.0001005212,0.0001079466,0.0002858636,0.0003216752
23639,-0.0001017493,0.0001129305,0.0003048690,0.0003406630
23640,-0.0001031152,0.0001184632,0.0003250421,0.0003609968
23641,-0.0001048463,0.0001246806,0.0003462220,0.0003826326
23642,-0.0001067525,0.0001304966,0.0003660826,0.0004030408
23643,-0.0001088158,0.0001364408,0.0003856306,0.0004232823
23644,-0.0001112209,0.0001423244,0.0004046196,0.0004431065
23645,-0.0001135020,0.0001489322,0.0004251773,0.0004645851
23646,-0.0001159293,0.0001557432,0.0004440249,0.0004846170
23647,-0.0001193563,0.0001622792,0.0004623325,0.0005043133
23648,-0.0001214258,0.0001687759,0.0004804226,0.0005234840
23649,-0.0001242578,0.0001755930,0.0004986995,0.0005431152
23650,-0.0000985358,0.0000911493,0.0002239876,0.0002611282
23651,-0.0000975430,0.0000840554,0.0002003976,0.0002381998
23652,-0.0000962983,0.0000766413,0.0001759632,0.0002147330
23653,-0.0000949480,0.0000688332,0.0001502627,0.0001906096
23654,-0.0000934235,0.0000607345,0.0001232846,0.0001661798
23655,-0.0000919321,0.0000526502,0.0000963539,0.0001432049
23656,-0.0000903100,0.0000444091,0.0000694928,0.0001223001
