node_id,dx_mm,dy_mm,dz_mm,total_mm
23381,0.0001769500,0.0000138261,-0.0004933198,0.0005242775
23382,0.0001763596,0.0000166840,-0.0004922963,0.0005231986
23383,0.0001752992,0.0000193910,-0.0004890889,0.0005199171
23384,0.0001733888,0.0000224590,-0.0004838767,0.0005144947
23385,0.0001712084,0.0000251990,-0.0004765687,0.0005070158
23386,0.0001685480,0.0000275750,-0.0004675038,0.0004977234
23387,0.0001651176,0.0000304060,-0.0004566206,0.0004865087
23388,0.0001613472,0.0000333191,-0.0004436979,0.0004732979
23389,0.0001568668,0.0000364161,-0.0004287539,0.0004579991
23390,0.0001520264,0.0000390912,-0.0004122970,0.0004411677
23391,0.0001465860,0.0000424752,-0.0003941954,0.0004227074
23392,0.0001407356,0.0000455043,-0.0003743870,0.0004025454
23393,0.0001342952,0.0000490814,-0.0003530998,0.0003809509
23394,0.0001277248,0.0000525325,-0.0003303415,0.0003580486
23395,0.0001209244,0.0000560586,-0.0003060755,0.0003338375
23396,0.0001137440,0.0000595837,-0.0002811139,0.0003090516
23397,0.0001061836,0.0000632828,-0.0002547227,0.0002831313
23398,0.0000981332,0.0000675139,-0.0002273435,0.0002566580
23399,0.0000901029,0.0000715560,-0.0001991355,0.0002299864
23400,0.0000817625,0.0000758892,-0.0001702477,0.0002035400
23401,0.0000732821,0.0000803393,-0.0001405287,0.0001776879
23402,0.0000649017,0.0000847895,-0.0001109924,0.0001540156
23403,0.0000562214,0.0000895097,-0.0000801884,0.0001326763
23404,0.0000477610,0.0000941598,-0.0000499325,0.0001167923
23405,0.0000390306,0.0000990500,-0.0000190749,0.0001081580
23406,0.0000305103,0.0001038302,0.0000116124,0.0001088413
23407,0.0000222099,0.0001086104,0.0000419256,0.0001185212
23408,0.0000138896,0.0001134606,0.0000721746,0.0001351865
23409,0.0000057192,0.0001182608,0.0001018080,0.0001561512
23410,-0.0000022211,0.0001230411,0.0001307959,0.0001795873
23411,-0.0000099414,0.0001277213,0.0001590726,0.0002042441
23412,-0.0000173817,0.0001323515,0.0001864725,0.0002293274
23413,-0.0000245921,0.0001369718,0.0002130701,0.0002544895
23414,-0.0000313524,0.0001412621,0.0002382500,0.0002787490
23415,-0.0000377827,0.0001452223,0.0002624170,0.0003022908
23416,-0.0000439520,0.0001491026,0.0002850960,0.0003247200
23417,-0.0000496513,0.0001527229,0.0003063816,0.0003459180
23418,-0.0000549826,0.0001561031,0.0003261592,0.0003657473
23419,-0.0000598839,0.0001590834,0.0003444436,0.0003841029
23420,-0.0000644521,0.0001617937,0.0003611500,0.0004009496
23421,-0.0000687204,0.0001642040,0.0003761137,0.0004161093
23422,-0.0000726297,0.0001663343,0.0003893580,0.0004295833
23423,-0.0000762049,0.0001679247,0.0004008784,0.0004412589
23424,-0.0000795052,0.0001689750,0.0004104813,0.0004509639
23425,-0.0000824364,0.0001694853,0.0004179858,0.0004585119
23426,-0.0000849766,0.0001695556,0.0004234038,0.0004639407
23427,-0.0000870049,0.0001692760,0.0004268398,0.0004673504
23428,-0.0000888371,0.0001683663,0.0004285322,0.0004689127
23429,-0.0000901473,0.0001669267,0.0004276970,0.0004678844
23430,-0.0000910715,0.0001648270,0.0004251986,0.0004650331
23431,-0.0000916887,0.0001623474,0.0004207082,0.0004601726
23432,-0.0000920879,0.0001593377,0.0004143684,0.0004533981
23433,-0.0000923030,0.0001558681,0.0004062315,0.0004447907
23434,-0.0000921932,0.0001519385,0.0003962977,0.0004343233
23435,-0.0000919564,0.0001475589,0.0003847921,0.0004222494
23436,-0.0000915755,0.0001427292,0.0003716498,0.0004085110
23437,-0.0000910246,0.0001375496,0.0003569770,0.0003932404
23438,-0.0000903978,0.0001319000,0.0003409001,0.0003765399
23439,-0.0000897099,0.0001258504,0.0003234052,0.0003584370
23440,-0.0000889740,0.0001192508,0.0003045484,0.0003389497
23441,-0.0000880431,0.0001125012,0.0002844859,0.0003183400
23442,-0.0000870232,0.0001053516,0.0002634340,0.0002967650
23443,-0.0000860133,0.0000978820,0.0002414288,0.0002743484
23444,-0.0000850234,0.0000902124,0.0002185868,0.0002512915
23445,-0.0000840484,0.0000823228,0.0001950239,0.0002277619
23446,-0.0000831025,0.0000742372,0.0001708467,0.0002039750
23447,-0.0000821895,0.0000660156,0.0001461911,0.0001802360
23448,-0.0000812986,0.0000577040,0.0001211936,0.0001569302
23449,-0.0000804786,0.0000493094,0.0000959701,0.0001346049
23450,-0.0000797016,0.0000408918,0.0000707171,0.0001141289
23451,-0.0000789196,0.0000325012,0.0000454207,0.0000966834
23452,-0.0000782826,0.0000241776,0.0000200971,0.0000843601
23453,-0.0000777166,0.0000159040,-0.0000048876,0.0000794777
23454,-0.0000771146,0.0000077634,-0.0000293573,0.0000828781
23455,-0.0000765876,-0.0000002112,-0.0000534558,0.0000933982
23456,-0.0000761966,-0.0000080228,-0.0000771471,0.0001087288
23457,-0.0000757415,-0.0000155852,-0.0000999453,0.0001263675
23458,-0.0000753564,-0.0000228761,-0.0001219443,0.0001451631
23459,-0.0000750114,-0.0000297850,-0.0001429581,0.0001641672
23460,-0.0000746273,-0.0000364052,-0.0001632109,0.0001831185
23461,-0.0000742962,-0.0000427578,-0.0001822469,0.0002014003
23462,-0.0000739471,-0.0000486034,-0.0002002101,0.0002188939
23463,-0.0000735280,-0.0000542100,-0.0002171406,0.0002355741
23464,-0.0000731349,-0.0000594736,-0.0002326471,0.0002510189
23465,-0.0000725748,-0.0000643452,-0.0002469229,0.0002652891
23466,-0.0000720067,-0.0000689608,-0.0002599609,0.0002784246
23467,-0.0000712745,-0.0000728125,-0.0002712647,0.0002897693
23468,-0.0000704154,-0.0000763991,-0.0002813815,0.0002999511
23469,-0.0000693592,-0.0000796017,-0.0002897037,0.0003083430
23470,-0.0000680141,-0.0000823183,-0.0002965157,0.0003151568
23471,-0.0000667769,-0.0000845040,-0.0003019546,0.0003205880
23472,-0.0000652447,-0.0000863956,-0.0003057990,0.0003243980
23473,-0.0000633685,-0.0000877653,-0.0003078688,0.0003263457
23474,-0.0000614113,-0.0000886449,-0.0003083973,0.0003267081
23475,-0.0000595221,-0.0000892266,-0.0003076445,0.0003258058
23476,-0.0000569529,-0.0000893052,-0.0003051239,0.0003229855
23477,-0.0000542647,-0.0000890629,-0.0003010172,0.0003185721
23478,-0.0000513245,-0.0000883575,-0.0002955347,0.0003127011
23479,-0.0000480352,-0.0000873032,-0.0002885520,0.0003052728
23480,-0.0000446810,-0.0000858669,-0.0002801648,0.0002964150
23481,-0.0000410147,-0.0000841256,-0.0002705188,0.0002862512
23482,-0.0000370945,-0.0000821883,-0.0002595999,0.0002748145
23483,-0.0000330042,-0.0000800229,-0.0002474740,0.0002621761
23484,-0.0000285839,-0.0000775907,-0.0002342273,0.0002483944
23485,-0.0000239236,-0.0000749804,-0.0002199159,0.0002335752
23486,-0.0000190334,-0.0000721611,-0.0002045561,0.0002177446
23487,-0.0000140131,-0.0000691478,-0.0001882945,0.0002010786
23488,-0.0000086528,-0.0000659665,-0.0001711976,0.0001836711
23489,-0.0000030725,-0.0000627183,-0.0001533619,0.0001657194
23490,0.0000024379,-0.0000593780,-0.0001348245,0.0001473409
23491,0.0000083682,-0.0000559227,-0.0001158621,0.0001289240
23492,0.0000141985,-0.0000524385,-0.0000962918,0.0001105599
23493,0.0000202488,-0.0000488903,-0.0000765608,0.0000930689
23494,0.0000262392,-0.0000453700,-0.0000564664,0.0000770415
23495,0.0000323695,-0.0000418278,-0.0000363461,0.0000641747
23496,0.0000384499,-0.0000383646,-0.0000162475,0.0000566940
23497,0.0000444402,-0.0000349574,0.0000037418,0.0000566653
23498,0.0000504106,-0.0000315439,0.0000234639,0.0000639281
23499,0.0000563309,-0.0000282420,0.0000427808,0.0000761641
23500,0.0000620113,-0.0000251067,0.0000617043,0.0000910119
23501,0.0000675017,-0.0000220579,0.0000800563,0.0001070141
23502,0.0000728320,-0.0000189148,0.0000975682,0.0001232146
23503,0.0000780824,-0.0000159406,0.0001145245,0.0001395236
23504,0.0000830228,-0.0000132872,0.0001305731,0.0001553018
23505,0.0000877332,-0.0000108031,0.0001458689,0.0001705624
23506,0.0000920035,-0.0000083670,0.0001599306,0.0001846956
23507,0.0000959339,-0.0000059918,0.0001728677,0.0001977940
23508,0.0000995643,-0.0000037497,0.0001845699,0.0002097454
23509,0.0001027847,-0.0000015746,0.0001951330,0.0002205540
23510,0.0001055051,0.0000004455,0.0002040747,0.0002297346
23511,0.0001078755,0.0000023895,0.0002118697,0.0002377637
23512,0.0001097959,0.0000044666,0.0002179365,0.0002440725
23513,0.0001114263,0.0000060477,0.0002229731,0.0002493380
23514,0.0001124767,0.0000077587,0.0002263783,0.0002528999
23515,0.0001129971,0.0000094718,0.0002281455,0.0002547713
23516,0.0001130675,0.0000108508,0.0002285918,0.0002552572
23517,0.0001102051,0.0000106762,0.0002227774,0.0002487749
23518,0.0001075830,0.0000105698,0.0002170649,0.0002424933
23519,0.0001049979,0.0000102685,0.0002118978,0.0002367080
23520,0.0001029535,0.0000098155,0.0002072240,0.0002315979
23521,0.0001010267,0.0000101282,0.0002027668,0.0002267672
23522,0.0000993674,0.0000096196,0.0001986096,0.0002222885
23523,0.0000977464,0.0000094352,0.0001950447,0.0002183708
23524,0.0000965868,0.0000097292,0.0001917433,0.0002149166
23525,0.0000955968,0.0000098832,0.0001886036,0.0002116784
23526,0.0000948625,0.0000094330,0.0001858003,0.0002088292
23527,0.0000943205,0.0000089939,0.0001827825,0.0002058803
23528,0.0000939626,0.0000091318,0.0001800614,0.0002033088
23529,0.0000939721,0.0000089082,0.0001773039,0.0002008651
23530,0.0000940292,0.0000091293,0.0001742579,0.0001982187
23531,0.0000941519,0.0000091234,0.0001715254,0.0001958795
23532,0.0000946852,0.0000092251,0.0001681620,0.0001932067
23533,0.0000954017,0.0000090472,0.0001642980,0.0001902030
23534,0.0000961138,0.0000092021,0.0001602444,0.0001870850
23535,0.0000972838,0.0000093211,0.0001554206,0.0001835935
23536,0.0000985561,0.0000098963,0.0001505236,0.0001801904
23537,0.0001004983,0.0000099324,0.0001451402,0.0001768170
23538,0.0001028252,0.0000104807,0.0001386758,0.0001729562
23539,0.0001056811,0.0000110246,0.0001301816,0.0001680396
23540,0.0001093562,0.0000109315,0.0001201894,0.0001628612
23541,0.0001131141,0.0000112543,0.0001077592,0.0001566318
23542,0.0001160911,0.0000116988,0.0000904449,0.0001476289
23543,0.0001153189,0.0000118218,0.0000706784,0.0001357706
23544,0.0001111955,0.0000110552,0.0000525209,0.0001234710
23545,0.0001115351,-0.0000012692,0.0000497885,0.0001221498
23546,0.0001109647,-0.0000120373,0.0000409876,0.0001189035
23547,0.0001089643,-0.0000209420,0.0000269486,0.0001141841
23548,0.0001048139,-0.0000271571,0.0000096292,0.0001087023
23549,0.0000988535,-0.0000310453,-0.0000088755,0.0001039933
23550,0.0000915031,-0.0000331474,-0.0000276533,0.0001011745
23551,0.0000828628,-0.0000337576,-0.0000457443,0.0001004906
23552,0.0000733924,-0.0000336258,-0.0000625516,0.0001021266
23553,0.0000629621,-0.0000327550,-0.0000778105,0.0001053166
23554,0.0000522218,-0.0000316263,-0.0000908489,0.0001094571
23555,0.0000409415,-0.0000299456,-0.0001019873,0.0001139050
23556,0.0000297742,-0.0000278588,-0.0001106884,0.0001179599
23557,0.0000189959,-0.0000252612,-0.0001177072,0.0001218768
23558,0.0000082986,-0.0000225105,-0.0001226709,0.0001249949
23559,-0.0000011666,-0.0000188248,-0.0001254486,0.0001268585
23560,-0.0000112038,-0.0000144114,-0.0001260416,0.0001273565
23561,-0.0000206230,-0.0000093609,-0.0001243328,0.0001263788
23562,-0.0000293462,-0.0000032488,-0.0001205072,0.0001240715
23563,-0.0000378373,0.0000029417,-0.0001146709,0.0001207879
23564,-0.0000460974,0.0000101823,-0.0001067617,0.0001167335
23565,-0.0000543433,0.0000181949,-0.0000967287,0.0001124308
23566,-0.0000620181,0.0000266065,-0.0000848821,0.0001084395
23567,-0.0000689587,0.0000350891,-0.0000716332,0.0001054413
23568,-0.0000762656,0.0000444207,-0.0000570040,0.0001050671
23569,-0.0000823306,0.0000532403,-0.0000402472,0.0001059845
23570,-0.0000885356,0.0000623489,-0.0000222462,0.0001105479
23571,-0.0000935036,0.0000712885,-0.0000029745,0.0001176172
23572,-0.0000969015,0.0000792451,0.0000168340,0.0001263055
23573,-0.0000989284,0.0000871077,0.0000366355,0.0001368091
23574,-0.0000984352,0.0000949973,0.0000559763,0.0001478085
23575,-0.0000944351,0.0001029070,0.0000734430,0.0001578027
23576,-0.0000876739,0.0001108466,0.0000867726,0.0001658408
23577,-0.0000775697,0.0001196662,0.0000942129,0.0001709185
23578,-0.0000662301,0.0001281159,0.0000945823,0.0001724701
23579,-0.0000534491,0.0001354256,0.0000878303,0.0001700325
23580,-0.0000410870,0.0001408153,0.0000737176,0.0001641687
23581,-0.0000293667,0.0001437950,0.0000538057,0.0001563152
23582,-0.0000191934,0.0001436947,0.0000291881,0.0001478800
23583,-0.0000105431,0.0001412044,0.0000016494,0.0001416071
23584,-0.0000031388,0.0001353542,-0.0000266339,0.0001379854
23585,0.0000037585,0.0001272540,-0.0000547436,0.0001385805
23586,0.0000100929,0.0001173738,-0.0000813296,0.0001431537
23587,0.0000163823,0.0001061436,-0.0001061597,0.0001510123
23588,0.0000223946,0.0000933334,-0.0001291995,0.0001609508
23589,0.0000278380,0.0000801823,-0.0001488426,0.0001713426
23590,0.0000324014,0.0000664582,-0.0001652900,0.0001810727
23591,0.0000366738,0.0000535481,-0.0001786404,0.0001900652
23592,0.0000404072,0.0000411830,-0.0001885561,0.0001971857
23593,0.0000438356,0.0000291990,-0.0001956658,0.0002026308
23594,0.0000462360,0.0000176320,-0.0002001335,0.0002061604
23595,0.0000475664,0.0000058360,-0.0002022228,0.0002078237
23596,0.0000510270,0.0000062436,-0.0002070766,0.0002133623
23597,0.0000546481,0.0000065946,-0.0002121427,0.0002191676
23598,0.0000571321,0.0000059345,-0.0002179466,0.0002253886
23599,0.0000597690,0.0000061432,-0.0002231206,0.0002310689
23600,0.0000627284,0.0000065008,-0.0002292519,0.0002377678
23601,0.0000655938,0.0000067148,-0.0002347439,0.0002438285
23602,0.0000688420,0.0000070276,-0.0002414836,0.0002512029
23603,0.0000717876,0.0000076071,-0.0002480439,0.0002583352
23604,0.0000750684,0.0000074329,-0.0002550552,0.0002659768
23605,0.0000791959,0.0000076652,-0.0002629797,0.0002747528
23606,0.0000830024,0.0000080385,-0.0002713718,0.0002838955
23607,0.0000868445,0.0000078491,-0.0002806107,0.0002938468
23608,0.0000907699,0.0000078564,-0.0002898495,0.0003038316
23609,0.0000947719,0.0000082713,-0.0002997393,0.0003144738
23610,0.0000993671,0.0000084928,-0.0003103330,0.0003259640
23611,0.0001040428,0.0000086566,-0.0003210279,0.0003375778
23612,0.0001084304,0.0000087988,-0.0003327868,0.0003501166
23613,0.0001133734,0.0000095271,-0.0003447793,0.0003630662
23614,0.0001189563,0.0000097736,-0.0003578652,0.0003772448
23615,0.0001241203,0.0000100391,-0.0003708375,0.0003911868
23616,0.0001301248,0.0000103738,-0.0003845411,0.0004060935
23617,0.0001360604,0.0000112456,-0.0003988363,0.0004215558
23618,0.0001421309,0.0000117263,-0.0004134720,0.0004373760
23619,0.0001483806,0.0000122329,-0.0004285391,0.0004536653
23620,0.0001552409,0.0000126314,-0.0004439287,0.0004704593
23621,0.0001620181,0.0000131553,-0.0004598693,0.0004877527
23622,0.0001694619,0.0000135282,-0.0004763943,0.0005058180
23623,-0.0000824345,0.0000583579,-0.0000184052,0.0001026638
23624,-0.0000805086,0.0000583707,-0.0000054167,0.0000995897
23625,-0.0000816824,0.0000621175,0.0000164302,0.0001039257
23626,-0.0000816334,0.0000643378,0.0000351174,0.0001097114
23627,-0.0000812716,0.0000664543,0.0000559321,0.0001189523
23628,-0.0000808787,0.0000696009,0.0000776272,0.0001319531
23629,-0.0000800309,0.0000730970,0.0000985989,0.0001465260
23630,-0.0000791130,0.0000763292,0.0001184292,0.0001615874
23631,-0.0000780559,0.0000793731,0.0001370437,0.0001765610
23632,-0.0000773062,0.0000825003,0.0001551474,0.0001919720
23633,-0.0000765825,0.0000865172,0.0001742321,0.0002090620
