node_id,dx_mm,dy_mm,dz_mm,total_mm
23381,0.0000904193,0.0000570125,-0.0002710400,0.0002913567
23382,0.0000874689,0.0000587868,-0.0002606267,0.0002811280
23383,0.0000842386,0.0000605394,-0.0002487869,0.0002695479
23384,0.0000804284,0.0000625604,-0.0002357186,0.0002567991
23385,0.0000764682,0.0000644398,-0.0002213058,0.0002428500
23386,0.0000721979,0.0000661275,-0.0002057521,0.0002278581
23387,0.0000674176,0.0000681937,-0.0001891196,0.0002120418
23388,0.0000624071,0.0000703682,-0.0001712118,0.0001953453
23389,0.0000569465,0.0000727111,-0.0001520858,0.0001779323
23390,0.0000513057,0.0000748324,-0.0001320237,0.0001601950
23391,0.0000452217,0.0000774621,-0.0001110609,0.0001427582
23392,0.0000389375,0.0000799301,-0.0000890280,0.0001258211
23393,0.0000322669,0.0000827966,-0.0000662355,0.0001108313
23394,0.0000255561,0.0000856215,-0.0000426142,0.0000989956
23395,0.0000187153,0.0000885347,-0.0000181151,0.0000922866
23396,0.0000116963,0.0000914865,0.0000065517,0.0000924635
23397,0.0000044594,0.0000945966,0.0000320479,0.0000999774
23398,-0.0000030950,0.0000980552,0.0000578846,0.0001139080
23399,-0.0000105333,0.0001014223,0.0000840263,0.0001321282
23400,-0.0000181162,0.0001049979,0.0001103164,0.0001533704
23401,-0.0000257362,0.0001086619,0.0001368899,0.0001766596
23402,-0.0000331992,0.0001123149,0.0001628919,0.0002006255
23403,-0.0000408130,0.0001161657,0.0001895789,0.0002260538
23404,-0.0000481900,0.0001199357,0.0002153999,0.0002512050
23405,-0.0000557160,0.0001238035,0.0002413241,0.0002768915
23406,-0.0000629959,0.0001276102,0.0002666654,0.0003022636
23407,-0.0000699717,0.0001313756,0.0002913490,0.0003271694
23408,-0.0000769115,0.0001351292,0.0003155310,0.0003517600
23409,-0.0000836707,0.0001388217,0.0003388127,0.0003755879
23410,-0.0000901617,0.0001424229,0.0003611719,0.0003985706
23411,-0.0000964177,0.0001458927,0.0003824574,0.0004205410
23412,-0.0001023736,0.0001492912,0.0004026982,0.0004415133
23413,-0.0001080865,0.0001526384,0.0004218026,0.0004614093
23414,-0.0001133024,0.0001555243,0.0004392796,0.0004795746
23415,-0.0001182054,0.0001580790,0.0004555374,0.0004964633
23416,-0.0001228454,0.0001605024,0.0004700847,0.0005116949
23417,-0.0001270305,0.0001626247,0.0004830295,0.0005252628
23418,-0.0001308538,0.0001644558,0.0004942804,0.0005371048
23419,-0.0001342562,0.0001658357,0.0005039452,0.0005472541
23420,-0.0001373407,0.0001669246,0.0005118320,0.0005556062
23421,-0.0001401485,0.0001676523,0.0005178485,0.0005620641
23422,-0.0001426266,0.0001680691,0.0005220415,0.0005666718
23423,-0.0001447918,0.0001679047,0.0005244210,0.0005693628
23424,-0.0001467144,0.0001671594,0.0005247920,0.0005699772
23425,-0.0001483012,0.0001658231,0.0005228999,0.0005682560
23426,-0.0001495413,0.0001640258,0.0005189615,0.0005644361
23427,-0.0001503158,0.0001618575,0.0005128076,0.0005583586
23428,-0.0001509187,0.0001590284,0.0005049357,0.0005504785
23429,-0.0001510449,0.0001556285,0.0004945528,0.0005400160
23430,-0.0001508365,0.0001515677,0.0004823530,0.0005276257
23431,-0.0001503616,0.0001470862,0.0004681808,0.0005132604
23432,-0.0001497010,0.0001420638,0.0004521761,0.0004970470
