node_id,dx_mm,dy_mm,dz_mm,total_mm
23381,-0.0000733251,-0.0000101994,0.0001732744,0.0001884266
23382,-0.0000731922,-0.0000096990,0.0001724451,0.0001875859
23383,-0.0000730993,-0.0000092201,0.0001716936,0.0001868347
23384,-0.0000730864,-0.0000087094,0.0001710205,0.0001861867
23385,-0.0000730936,-0.0000082432,0.0001704268,0.0001856230
23386,-0.0000731507,-0.0000078283,0.0001698533,0.0001851012
23387,-0.0000732778,-0.0000073798,0.0001693316,0.0001846545
23388,-0.0000734249,-0.0000069417,0.0001688731,0.0001842756
23389,-0.0000736419,-0.0000065049,0.0001684597,0.0001839676
23390,-0.0000738788,-0.0000061235,0.0001680433,0.0001836685
23391,-0.0000741656,-0.0000057075,0.0001676162,0.0001833803
23392,-0.0000744724,-0.0000053419,0.0001671910,0.0001831052
23393,-0.0000748090,-0.0000049706,0.0001667303,0.0001828116
23394,-0.0000751555,-0.0000046348,0.0001662069,0.0001824680
23395,-0.0000755121,-0.0000043242,0.0001656060,0.0001820607
23396,-0.0000758781,-0.0000040401,0.0001649191,0.0001815823
23397,-0.0000762442,-0.0000037734,0.0001641166,0.0001810019
23398,-0.0000766102,-0.0000035571,0.0001631304,0.0001802590
23399,-0.0000769557,-0.0000033592,0.0001620174,0.0001793965
23400,-0.0000772611,-0.0000032137,0.0001606779,0.0001783171
23401,-0.0000775363,-0.0000031135,0.0001591082,0.0001770226
23402,-0.0000777808,-0.0000030681,0.0001573193,0.0001755239
23403,-0.0000779758,-0.0000030827,0.0001552103,0.0001737239
23404,-0.0000781299,-0.0000031590,0.0001528506,0.0001716903
23405,-0.0000782343,-0.0000033835,0.0001500754,0.0001692769
23406,-0.0000782982,-0.0000036295,0.0001469350,0.0001665343
23407,-0.0000782217,-0.0000039611,0.0001435113,0.0001634926
23408,-0.0000781151,-0.0000044149,0.0001395915,0.0001600226
23409,-0.0000779579,-0.0000049413,0.0001352983,0.0001562290
23410,-0.0000777105,-0.0000055792,0.0001305385,0.0001520209
23411,-0.0000774027,-0.0000063236,0.0001253284,0.0001474394
23412,-0.0000770145,-0.0000071514,0.0001196245,0.0001424514
23413,-0.0000765559,-0.0000080368,0.0001134636,0.0001371109
23414,-0.0000759070,-0.0000092526,0.0001066628,0.0001312419
23415,-0.0000751976,-0.0000105940,0.0000994090,0.0001250962
23416,-0.0000744278,-0.0000120489,0.0000915496,0.0001186002
23417,-0.0000735376,-0.0000136443,0.0000831419,0.0001118326
23418,-0.0000725770,-0.0000154061,0.0000741838,0.0001049190
23419,-0.0000714959,-0.0000173589,0.0000646828,0.0000979635
23420,-0.0000703644,-0.0000194491,0.0000546767,0.0000912083
23421,-0.0000691723,-0.0000217158,0.0000440937,0.0000848566
23422,-0.0000679398,-0.0000241097,0.0000330251,0.0000792953
23423,-0.0000666468,-0.0000267173,0.0000214216,0.0000749300
23424,-0.0000653233,-0.0000295460,0.0000093308,0.0000722992
23425,-0.0000639494,-0.0000326019,-0.0000033502,0.0000718584
23426,-0.0000625349,-0.0000358050,-0.0000165734,0.0000739411
23427,-0.0000610399,-0.0000391333,-0.0000302906,0.0000785799
23428,-0.0000595343,-0.0000426333,-0.0000443442,0.0000856057
23429,-0.0000579482,-0.0000463490,-0.0000589648,0.0000947791
23430,-0.0000563516,-0.0000502114,-0.0000739014,0.0001056319
23431,-0.0000547244,-0.0000541894,-0.0000891392,0.0001178009
23432,-0.0000530967,-0.0000583162,-0.0001047085,0.0001310874
23433,-0.0000515084,-0.0000625637,-0.0001204382,0.0001451643
23434,-0.0000499295,-0.0000668849,-0.0001364456,0.0001599499
23435,-0.0000483900,-0.0000712920,-0.0001524847,0.0001751448
23436,-0.0000468699,-0.0000757787,-0.0001686839,0.0001907707
23437,-0.0000453793,-0.0000803192,-0.0001849220,0.0002066557
23438,-0.0000439280,-0.0000849125,-0.0002011337,0.0002226984
23439,-0.0000425262,-0.0000895656,-0.0002172746,0.0002388278
23440,-0.0000411938,-0.0000942616,-0.0002333037,0.0002549760
23441,-0.0000398907,-0.0000988703,-0.0002491502,0.0002710026
23442,-0.0000386570,-0.0001034769,-0.0002647359,0.0002868570
23443,-0.0000374628,-0.0001080354,-0.0002800323,0.0003024784
23444,-0.0000363079,-0.0001125507,-0.0002949528,0.0003177783
23445,-0.0000352323,-0.0001169940,-0.0003094338,0.0003326833
23446,-0.0000341862,-0.0001212931,-0.0003234338,0.0003471169
23447,-0.0000331794,-0.0001254911,-0.0003368734,0.0003610160
23448,-0.0000322220,-0.0001295441,-0.0003496679,0.0003742828
23449,-0.0000313040,-0.0001333970,-0.0003618117,0.0003868882
23450,-0.0000303553,-0.0001370599,-0.0003731225,0.0003986568
23451,-0.0000294460,-0.0001406428,-0.0003836983,0.0004097216
23452,-0.0000286961,-0.0001440056,-0.0003936049,0.0004201023
23453,-0.0000278655,-0.0001470485,-0.0004025064,0.0004294312
23454,-0.0000268944,-0.0001497914,-0.0004102870,0.0004376028
23455,-0.0000260025,-0.0001523143,-0.0004170955,0.0004447971
23456,-0.0000252101,-0.0001546273,-0.0004230447,0.0004511230
23457,-0.0000241970,-0.0001565203,-0.0004277323,0.0004561129
23458,-0.0000231733,-0.0001581234,-0.0004312201,0.0004598813
23459,-0.0000221090,-0.0001593466,-0.0004334384,0.0004623299
23460,-0.0000209740,-0.0001602999,-0.0004346794,0.0004637695
23461,-0.0000197585,-0.0001609434,-0.0004345516,0.0004638192
23462,-0.0000184423,-0.0001611369,-0.0004332092,0.0004625748
23463,-0.0000169554,-0.0001610905,-0.0004305938,0.0004600529
23464,-0.0000154080,-0.0001607845,-0.0004267342,0.0004562797
23465,-0.0000136100,-0.0001601185,-0.0004215459,0.0004511365
23466,-0.0000117113,-0.0001592125,-0.0004150178,0.0004446634
23467,-0.0000095822,-0.0001577873,-0.0004073025,0.0004369027
23468,-0.0000072523,-0.0001561017,-0.0003980375,0.0004276145
23469,-0.0000047121,-0.0001542371,-0.0003877352,0.0004173127
23470,-0.0000017811,-0.0001519022,-0.0003758117,0.0004053540
23471,0.0000010904,-0.0001492877,-0.0003627265,0.0003922480
23472,0.0000043225,-0.0001464435,-0.0003483888,0.0003779406
23473,0.0000079252,-0.0001432094,-0.0003325537,0.0003621653
23474,0.0000116585,-0.0001397056,-0.0003154579,0.0003452061
23475,0.0000153922,-0.0001360523,-0.0002974313,0.0003274332
23476,0.0000198066,-0.0001319891,-0.0002779013,0.0003082897
23477,0.0000243715,-0.0001278064,-0.0002572920,0.0002883186
