node_id,dx_mm,dy_mm,dz_mm,total_mm
23381,0.0002076408,-0.0000459411,-0.0005475626,0.0005874097
23382,0.0002104571,-0.0000435956,-0.0005590863,0.0005989744
23383,0.0002128733,-0.0000414583,-0.0005687623,0.0006087071
23384,0.0002145995,-0.0000390594,-0.0005766451,0.0006165210
23385,0.0002160856,-0.0000370087,-0.0005827111,0.0006225872
23386,0.0002171618,-0.0000353164,-0.0005872895,0.0006271486
23387,0.0002176181,-0.0000333223,-0.0005901627,0.0006298889
23388,0.0002177944,-0.0000313165,-0.0005912094,0.0006308278
23389,0.0002173510,-0.0000292190,-0.0005903790,0.0006297957
23390,0.0002165377,-0.0000275197,-0.0005881504,0.0006273490
23391,0.0002152647,-0.0000252688,-0.0005842427,0.0006231508
23392,0.0002135519,-0.0000233862,-0.0005787952,0.0006173777
23393,0.0002113395,-0.0000210719,-0.0005717170,0.0006098924
23394,0.0002089474,-0.0000188859,-0.0005631471,0.0006009579
23395,0.0002063251,-0.0000166881,-0.0005530373,0.0005905072
23396,0.0002032642,-0.0000145089,-0.0005418793,0.0005789300
23397,0.0001998132,-0.0000122278,-0.0005292725,0.0005658659
23398,0.0001959127,-0.0000094251,-0.0005152550,0.0005513242
23399,0.0001918532,-0.0000068409,-0.0005001190,0.0005356990
23400,0.0001874242,-0.0000039751,-0.0004838397,0.0005188877
23401,0.0001827854,-0.0000009975,-0.0004663738,0.0005009152
23402,0.0001780588,0.0000020310,-0.0004483193,0.0004823891
23403,0.0001729808,0.0000053119,-0.0004288048,0.0004624113
23404,0.0001679452,0.0000085937,-0.0004089570,0.0004421824
23405,0.0001625969,0.0000122477,-0.0003879543,0.0004208281
23406,0.0001572619,0.0000158131,-0.0003663049,0.0003989494
23407,0.0001518091,0.0000194696,-0.0003443144,0.0003767989
23408,0.0001462814,0.0000233281,-0.0003215011,0.0003539850
23409,0.0001407271,0.0000272078,-0.0002984238,0.0003310607
23410,0.0001351678,0.0000312089,-0.0002749914,0.0003080010
23411,0.0001296404,0.0000352715,-0.0002512926,0.0002849539
23412,0.0001241791,0.0000393854,-0.0002273963,0.0002620701
23413,0.0001187508,0.0000435507,-0.0002033108,0.0002394445
23414,0.0001133585,0.0000479074,-0.0001792452,0.0002174261
23415,0.0001080973,0.0000521753,-0.0001551576,0.0001961662
23416,0.0001029213,0.0000565146,-0.0001312267,0.0001760885
23417,0.0000979175,0.0000608451,-0.0001074207,0.0001575728
23418,0.0000930438,0.0000651969,-0.0000838481,0.0001412030
23419,0.0000883244,0.0000694999,-0.0000605269,0.0001276516
23420,0.0000837442,0.0000737740,-0.0000375351,0.0001177479
23421,0.0000793032,0.0000780594,-0.0000149506,0.0001122755
23422,0.0000750377,0.0000822956,0.0000071692,0.0001116003
23423,0.0000709241,0.0000864133,0.0000288555,0.0001154561
23424,0.0000669601,0.0000904218,0.0000499217,0.0001230932
23425,0.0000631854,0.0000943214,0.0000703634,0.0001335662
23426,0.0000596246,0.0000980921,0.0000901296,0.0001459469
23427,0.0000563336,0.0001017837,0.0001092367,0.0001595809
23428,0.0000531500,0.0001052363,0.0001276684,0.0001737780
23429,0.0000502487,0.0001085897,0.0001451303,0.0001880943
23430,0.0000475863,0.0001116731,0.0001619586,0.0002024004
23431,0.0000451165,0.0001146391,0.0001779135,0.0002164043
23432,0.0000427891,0.0001174372,0.0001931169,0.0002300360
23433,0.0000406504,0.0001200717,0.0002073955,0.0002430691
23434,0.0000387371,0.0001224892,0.0002209322,0.0002555684
23435,0.0000369695,0.0001247291,0.0002335796,0.0002673640
23436,0.0000353354,0.0001267788,0.0002454487,0.0002785077
23437,0.0000338580,0.0001286801,0.0002564774,0.0002889387
23438,0.0000324942,0.0001303540,0.0002666880,0.0002986143
23439,0.0000312360,0.0001318595,0.0002760322,0.0003075002
23440,0.0000301114,0.0001330844,0.0002845119,0.0003155395
23441,0.0000291665,0.0001341458,0.0002921622,0.0003228072
23442,0.0000283703,0.0001349816,0.0002990461,0.0003293228
23443,0.0000276417,0.0001356028,0.0003051642,0.0003350782
23444,0.0000269699,0.0001360953,0.0003105120,0.0003400985
23445,0.0000263977,0.0001364092,0.0003151072,0.0003443790
23446,0.0000258762,0.0001365073,0.0003189888,0.0003479334
23447,0.0000254094,0.0001364616,0.0003221631,0.0003507940
23448,0.0000250174,0.0001362651,0.0003246502,0.0003529756
23449,0.0000246620,0.0001358718,0.0003265059,0.0003545073
23450,0.0000243104,0.0001353385,0.0003277038,0.0003553833
23451,0.0000240334,0.0001347564,0.0003283279,0.0003557191
23452,0.0000238412,0.0001340512,0.0003284474,0.0003555500
23453,0.0000236147,0.0001331580,0.0003279946,0.0003547804
23454,0.0000233520,0.0001321368,0.0003269911,0.0003534524
23455,0.0000231459,0.0001310425,0.0003254807,0.0003516327
23456,0.0000229856,0.0001298910,0.0003235713,0.0003494258
23457,0.0000227669,0.0001286024,0.0003212113,0.0003467472
23458,0.0000225530,0.0001272556,0.0003184289,0.0003436562
23459,0.0000223418,0.0001258485,0.0003152628,0.0003401877
23460,0.0000221353,0.0001244151,0.0003118019,0.0003364365
23461,0.0000219074,0.0001229244,0.0003080053,0.0003323516
23462,0.0000216652,0.0001214013,0.0003039220,0.0003279882
23463,0.0000214019,0.0001198463,0.0002995244,0.0003233203
23464,0.0000211280,0.0001182920,0.0002949441,0.0003184830
23465,0.0000208288,0.0001167128,0.0002900868,0.0003133784
23466,0.0000205065,0.0001151144,0.0002849945,0.0003080483
23467,0.0000201653,0.0001135530,0.0002798254,0.0003026602
23468,0.0000198062,0.0001119756,0.0002743511,0.0002969838
23469,0.0000194380,0.0001104326,0.0002688711,0.0002913157
23470,0.0000190359,0.0001088704,0.0002631594,0.0002854260
23471,0.0000186212,0.0001073670,0.0002573099,0.0002794330
23472,0.0000181781,0.0001058729,0.0002513603,0.0002733523
23473,0.0000177147,0.0001043884,0.0002452803,0.0002671576
23474,0.0000172308,0.0001029531,0.0002390807,0.0002608751
23475,0.0000167231,0.0001015564,0.0002327868,0.0002545252
23476,0.0000161823,0.0001001596,0.0002263529,0.0002480513
23477,0.0000156197,0.0000988114,0.0002198699,0.0002415583
23478,0.0000150356,0.0000975023,0.0002132977,0.0002350078
23479,0.0000144368,0.0000962321,0.0002066293,0.0002283959
23480,0.0000138084,0.0000950110,0.0001998776,0.0002217404
23481,0.0000131374,0.0000938088,0.0001930161,0.0002150067
23482,0.0000124377,0.0000926455,0.0001860682,0.0002082288
23483,0.0000117003,0.0000915110,0.0001790075,0.0002013824
23484,0.0000109282,0.0000904055,0.0001718280,0.0001944671
23485,0.0000101124,0.0000893388,0.0001645437,0.0001875055
23486,0.0000092448,0.0000882908,0.0001571189,0.0001804635
23487,0.0000083453,0.0000872916,0.0001495680,0.0001733784
23488,0.0000073771,0.0000863012,0.0001418657,0.0001662173
23489,0.0000063370,0.0000853495,0.0001340169,0.0001590133
23490,0.0000052830,0.0000844365,0.0001259764,0.0001517481
23491,0.0000040920,0.0000835321,0.0001177695,0.0001444438
23492,0.0000028971,0.0000826663,0.0001093516,0.0001371127
23493,0.0000015703,0.0000817992,0.0001007582,0.0001297914
23494,0.0000002204,0.0000809507,0.0000919250,0.0001224878
23495,-0.0000012566,0.0000801307,0.0000828779,0.0001152877
23496,-0.0000028046,0.0000793493,0.0000735930,0.0001082594
23497,-0.0000044208,0.0000785764,0.0000640863,0.0001014931
23498,-0.0000061651,0.0000778520,0.0000543244,0.0000951319
23499,-0.0000080435,0.0000771561,0.0000442537,0.0000893093
23500,-0.0000100133,0.0000764487,0.0000339409,0.0000842416
23501,-0.0000121212,0.0000757697,0.0000233327,0.0000802021
23502,-0.0000143815,0.0000751791,0.0000124563,0.0000775492
23503,-0.0000166796,0.0000746172,0.0000011475,0.0000764673
23504,-0.0000190489,0.0000740233,-0.0000102260,0.0000771160
23505,-0.0000215461,0.0000734580,-0.0000220042,0.0000796523
23506,-0.0000242757,0.0000729211,-0.0000341079,0.0000840841
23507,-0.0000270992,0.0000724724,-0.0000464246,0.0000902322
23508,-0.0000300143,0.0000720620,-0.0000590212,0.0000978636
23509,-0.0000330895,0.0000716801,-0.0000719580,0.0001068218
23510,-0.0000362487,0.0000713762,-0.0000849061,0.0001166944
23511,-0.0000395755,0.0000710911,-0.0000985149,0.0001277708
23512,-0.0000429740,0.0000709240,-0.0001119699,0.0001393350
23513,-0.0000464801,0.0000707155,-0.0001260626,0.0001518317
23514,-0.0000500967,0.0000706151,-0.0001401800,0.0001647623
23515,-0.0000538137,0.0000705830,-0.0001543708,0.0001780680
23516,-0.0000576396,0.0000705493,-0.0001689269,0.0001919266
23517,-0.0000555443,0.0000688656,-0.0001635993,0.0001859902
23518,-0.0000534079,0.0000671429,-0.0001581850,0.0001799529
23519,-0.0000513004,0.0000653854,-0.0001526544,0.0001738113
23520,-0.0000491982,0.0000636552,-0.0001470781,0.0001676437
23521,-0.0000470705,0.0000622115,-0.0001413420,0.0001614418
23522,-0.0000449256,0.0000606715,-0.0001355548,0.0001551595
23523,-0.0000428195,0.0000592298,-0.0001296340,0.0001488175
23524,-0.0000407195,0.0000579993,-0.0001237178,0.0001425766
23525,-0.0000386094,0.0000568460,-0.0001177021,0.0001362936
23526,-0.0000364928,0.0000556880,-0.0001117102,0.0001300463
23527,-0.0000343893,0.0000545974,-0.0001057310,0.0001238650
23528,-0.0000322982,0.0000537102,-0.0000997100,0.0001177712
23529,-0.0000301720,0.0000528390,-0.0000937046,0.0001117267
23530,-0.0000281185,0.0000521293,-0.0000878678,0.0001059663
23531,-0.0000260432,0.0000514740,-0.0000819553,0.0001002222
23532,-0.0000239706,0.0000508613,-0.0000762673,0.0000947532
23533,-0.0000219265,0.0000503840,-0.0000707427,0.0000895759
23534,-0.0000199098,0.0000500273,-0.0000653847,0.0000847012
23535,-0.0000178096,0.0000497254,-0.0000602321,0.0000801106
23536,-0.0000157236,0.0000496470,-0.0000552219,0.0000759046
23537,-0.0000135135,0.0000494685,-0.0000504265,0.0000719206
23538,-0.0000112609,0.0000494726,-0.0000459590,0.0000684586
23539,-0.0000088550,0.0000495421,-0.0000421441,0.0000656427
23540,-0.0000062434,0.0000496645,-0.0000388760,0.0000633789
23541,-0.0000036847,0.0000497081,-0.0000364443,0.0000617467
23542,-0.0000014346,0.0000499178,-0.0000355680,0.0000613100
23543,-0.0000003234,0.0000501377,-0.0000354657,0.0000614143
23544,-0.0000002309,0.0000508088,-0.0000349964,0.0000616955
23545,0.0000027314,0.0000486051,-0.0000265940,0.0000554722
23546,0.0000054643,0.0000465529,-0.0000195922,0.0000508024
23547,0.0000079791,0.0000448963,-0.0000139793,0.0000476945
23548,0.0000098651,0.0000438542,-0.0000093721,0.0000459168
23549,0.0000111955,0.0000433428,-0.0000052851,0.0000450763
23550,0.0000120646,0.0000433222,-0.0000015016,0.0000449958
23551,0.0000125626,0.0000436985,0.0000021085,0.0000455173
23552,0.0000127579,0.0000443267,0.0000056152,0.0000464667
23553,0.0000126216,0.0000451931,0.0000091650,0.0000478092
